id,farm_id,weight_tons,quality_grade,status
LOT-02328,FRM-0009,18.13,C,Quality
LOT-02329,FRM-0052,20.51,A,Storage
LOT-02330,FRM-0072,20.62,C,Storage
LOT-02331,FRM-0009,13.45,C,Intake
LOT-02332,FRM-0097,19.07,C,Intake
LOT-02333,FRM-0024,21.69,C,Quality
LOT-02334,FRM-0001,14.31,B,Intake
LOT-02335,FRM-0006,4.09,A,Quality
LOT-02336,FRM-0012,14.5,A,Intake
LOT-02337,FRM-0016,13.15,B,Quality
LOT-02338,FRM-0055,24.45,C,Intake
LOT-02339,FRM-0032,8.21,C,Packing
LOT-02340,FRM-0085,13.82,A,Storage
LOT-02341,FRM-0089,8.51,B,Quality
LOT-02342,FRM-0089,3.38,A,Quality
LOT-02343,FRM-0005,5.51,B,Quality
LOT-02344,FRM-0018,15.45,A,Packing
LOT-02345,FRM-0036,4.08,C,Storage
LOT-02346,FRM-0010,14.2,B,Storage
LOT-02347,FRM-0084,22.69,B,Storage
LOT-02348,FRM-0011,23.67,C,Storage
LOT-02349,FRM-0089,4.44,A,Intake
LOT-02350,FRM-0081,18.58,C,Quality
LOT-02351,FRM-0092,9.93,C,Quality
LOT-02352,FRM-0054,20.72,B,Storage
LOT-02353,FRM-0049,1.62,C,Quality
LOT-02354,FRM-0010,7.48,C,Intake
LOT-02355,FRM-0088,14.16,A,Packing
LOT-02356,FRM-0082,3.14,B,Packing
LOT-02357,FRM-0019,21.85,A,Packing
LOT-02358,FRM-0002,3.35,A,Storage
LOT-02359,FRM-0014,19.79,A,Quality
LOT-02360,FRM-0068,18.48,B,Storage
LOT-02361,FRM-0013,13.7,C,Packing
LOT-02362,FRM-0071,7.51,A,Intake
LOT-02363,FRM-0022,8.63,B,Quality
LOT-02364,FRM-0045,20.35,C,Storage
LOT-02365,FRM-0062,15.22,B,Intake
LOT-02366,FRM-0088,13.33,A,Quality
LOT-02367,FRM-0019,10.09,C,Packing
LOT-02368,FRM-0007,23.04,C,Packing
LOT-02369,FRM-0091,19.66,C,Storage
LOT-02370,FRM-0091,11.99,B,Packing
LOT-02371,FRM-0060,13.05,B,Storage
LOT-02372,FRM-0067,23.6,A,Packing
LOT-02373,FRM-0082,21.59,B,Storage
LOT-02374,FRM-0099,8.51,A,Intake
LOT-02375,FRM-0010,18.52,A,Quality
LOT-02376,FRM-0074,2.38,C,Packing
LOT-02377,FRM-0071,23.31,A,Storage
LOT-02378,FRM-0087,13.21,C,Quality
LOT-02379,FRM-0062,12.95,C,Intake
LOT-02380,FRM-0052,1.33,A,Intake
LOT-02381,FRM-0092,11.2,C,Packing
LOT-02382,FRM-0032,24.86,C,Intake
LOT-02383,FRM-0078,11.77,A,Quality
LOT-02384,FRM-0023,2.8,A,Packing
LOT-02385,FRM-0007,11.15,B,Quality
LOT-02386,FRM-0048,24.27,B,Quality
LOT-02387,FRM-0070,21.42,A,Packing
LOT-02388,FRM-0039,12.59,B,Quality
LOT-02389,FRM-0001,18.71,C,Storage
LOT-02390,FRM-0028,23.15,C,Intake
LOT-02391,FRM-0060,22.42,B,Intake
LOT-02392,FRM-0046,1.14,B,Packing
LOT-02393,FRM-0039,9.49,A,Packing
LOT-02394,FRM-0093,5.47,B,Intake
LOT-02395,FRM-0013,11.34,A,Intake
LOT-02396,FRM-0068,13.34,A,Storage
LOT-02397,FRM-0016,22.91,A,Quality
LOT-02398,FRM-0099,16.76,A,Storage
LOT-02399,FRM-0051,9.98,B,Storage
LOT-02400,FRM-0024,13.87,B,Intake
LOT-02401,FRM-0057,16.75,B,Quality
LOT-02402,FRM-0018,9.49,B,Intake
LOT-02403,FRM-0046,22.21,C,Quality
LOT-02404,FRM-0015,5.55,A,Quality
LOT-02405,FRM-0051,11.11,B,Intake
LOT-02406,FRM-0021,16.99,B,Packing
LOT-02407,FRM-0016,11.11,C,Storage
LOT-02408,FRM-0088,18.14,B,Storage
LOT-02409,FRM-0065,18.42,C,Storage
LOT-02410,FRM-0017,3.63,A,Intake
LOT-02411,FRM-0017,4.73,C,Intake
LOT-02412,FRM-0099,17.43,A,Packing
LOT-02413,FRM-0055,24.43,C,Intake
LOT-02414,FRM-0056,12.52,B,Storage
LOT-02415,FRM-0011,19.26,A,Quality
LOT-02416,FRM-0094,13.27,A,Packing
LOT-02417,FRM-0099,3.76,B,Quality
LOT-02418,FRM-0086,20.69,A,Storage
LOT-02419,FRM-0091,19.79,A,Quality
LOT-02420,FRM-0025,24.82,C,Quality
LOT-02421,FRM-0030,3.89,B,Intake
LOT-02422,FRM-0036,24.77,A,Storage
LOT-02423,FRM-0003,15.8,A,Intake
LOT-02424,FRM-0049,10.78,B,Quality
LOT-02425,FRM-0029,9.07,B,Intake
LOT-02426,FRM-0066,11.25,A,Packing
LOT-02427,FRM-0015,7.46,B,Packing
LOT-02428,FRM-0092,11.03,B,Intake
LOT-02429,FRM-0024,1.98,A,Packing
LOT-02430,FRM-0028,7.85,B,Intake
LOT-02431,FRM-0056,5.44,B,Packing
LOT-02432,FRM-0043,8.3,A,Intake
LOT-02433,FRM-0088,14.24,A,Packing
LOT-02434,FRM-0047,18.79,B,Packing
LOT-02435,FRM-0031,16.61,A,Storage
LOT-02436,FRM-0012,22.29,A,Intake
LOT-02437,FRM-0006,15.08,C,Quality
LOT-02438,FRM-0025,17.91,A,Intake
LOT-02439,FRM-0070,15.86,B,Storage
LOT-02440,FRM-0098,5.85,C,Quality
LOT-02441,FRM-0006,4.07,B,Packing
LOT-02442,FRM-0098,21.48,C,Packing
LOT-02443,FRM-0047,11.76,C,Intake
LOT-02444,FRM-0056,2.63,B,Intake
LOT-02445,FRM-0022,15.38,C,Quality
LOT-02446,FRM-0038,2.09,C,Intake
LOT-02447,FRM-0089,5.56,B,Storage
LOT-02448,FRM-0088,13.78,C,Intake
LOT-02449,FRM-0022,11.51,C,Storage
LOT-02450,FRM-0072,19.7,B,Packing
LOT-02451,FRM-0027,5.42,A,Quality
LOT-02452,FRM-0076,17.72,C,Storage
LOT-02453,FRM-0065,17.99,C,Packing
LOT-02454,FRM-0039,21.46,B,Packing
LOT-02455,FRM-0071,3.86,A,Intake
LOT-02456,FRM-0069,6.72,A,Quality
LOT-02457,FRM-0036,23.25,B,Intake
LOT-02458,FRM-0083,24.52,A,Intake
LOT-02459,FRM-0001,16.57,C,Packing
LOT-02460,FRM-0042,3.0,C,Packing
LOT-02461,FRM-0093,4.21,C,Packing
LOT-02462,FRM-0042,24.65,C,Intake
LOT-02463,FRM-0046,6.26,B,Quality
LOT-02464,FRM-0033,24.32,C,Intake
LOT-02465,FRM-0093,18.9,B,Packing
LOT-02466,FRM-0081,16.22,C,Quality
LOT-02467,FRM-0057,6.3,B,Quality
LOT-02468,FRM-0075,16.12,B,Quality
LOT-02469,FRM-0058,6.56,C,Storage
LOT-02470,FRM-0048,4.56,B,Intake
LOT-02471,FRM-0064,5.36,A,Quality
LOT-02472,FRM-0025,14.67,C,Quality
LOT-02473,FRM-0083,7.77,B,Quality
LOT-02474,FRM-0023,20.62,C,Quality
LOT-02475,FRM-0009,4.44,B,Quality
LOT-02476,FRM-0059,22.82,B,Intake
LOT-02477,FRM-0093,13.64,C,Intake
LOT-02478,FRM-0078,3.39,B,Intake
LOT-02479,FRM-0015,20.84,C,Intake
LOT-02480,FRM-0017,6.96,A,Packing
LOT-02481,FRM-0019,23.53,C,Intake
LOT-02482,FRM-0002,23.98,A,Packing
LOT-02483,FRM-0091,3.04,A,Storage
LOT-02484,FRM-0098,14.51,B,Quality
LOT-02485,FRM-0040,8.96,A,Quality
LOT-02486,FRM-0008,14.04,B,Intake
LOT-02487,FRM-0003,20.8,A,Packing
LOT-02488,FRM-0014,13.28,B,Quality
LOT-02489,FRM-0001,22.89,A,Quality
LOT-02490,FRM-0055,10.25,B,Packing
LOT-02491,FRM-0029,23.12,C,Storage
LOT-02492,FRM-0088,22.22,A,Storage
LOT-02493,FRM-0022,24.78,A,Intake
LOT-02494,FRM-0037,9.58,C,Packing
LOT-02495,FRM-0016,9.65,A,Intake
LOT-02496,FRM-0078,4.63,B,Packing
LOT-02497,FRM-0077,5.35,B,Quality
LOT-02498,FRM-0086,17.49,C,Packing
LOT-02499,FRM-0045,22.01,B,Storage
LOT-02500,FRM-0085,9.86,B,Intake
LOT-02501,FRM-0001,21.68,A,Quality
LOT-02502,FRM-0041,4.55,B,Storage
LOT-02503,FRM-0009,3.72,B,Packing
LOT-02504,FRM-0019,3.17,A,Quality
LOT-02505,FRM-0099,10.24,B,Storage
LOT-02506,FRM-0055,12.55,B,Packing
LOT-02507,FRM-0018,20.25,C,Quality
LOT-02508,FRM-0050,11.05,B,Storage
LOT-02509,FRM-0069,13.87,A,Storage
LOT-02510,FRM-0011,14.94,B,Quality
LOT-02511,FRM-0090,3.09,B,Intake
LOT-02512,FRM-0027,24.85,A,Packing
LOT-02513,FRM-0072,12.37,A,Intake
LOT-02514,FRM-0008,22.87,B,Quality
LOT-02515,FRM-0038,12.05,C,Storage
LOT-02516,FRM-0032,6.06,A,Intake
LOT-02517,FRM-0096,4.31,C,Quality
LOT-02518,FRM-0049,18.59,C,Storage
LOT-02519,FRM-0048,2.3,A,Intake
LOT-02520,FRM-0062,21.1,A,Intake
LOT-02521,FRM-0019,9.77,A,Quality
LOT-02522,FRM-0010,1.3,B,Quality
LOT-02523,FRM-0098,5.38,C,Quality
LOT-02524,FRM-0096,13.66,B,Storage
LOT-02525,FRM-0053,18.34,B,Intake
LOT-02526,FRM-0037,3.67,A,Intake
LOT-02527,FRM-0078,19.03,C,Quality
LOT-02528,FRM-0002,10.51,B,Storage
LOT-02529,FRM-0071,18.07,B,Packing
LOT-02530,FRM-0091,6.46,A,Packing
LOT-02531,FRM-0012,13.52,A,Quality
LOT-02532,FRM-0052,15.86,A,Storage
LOT-02533,FRM-0024,20.74,C,Intake
LOT-02534,FRM-0089,12.24,B,Storage
LOT-02535,FRM-0049,4.96,B,Storage
LOT-02536,FRM-0025,7.48,A,Intake
LOT-02537,FRM-0047,15.48,B,Intake
LOT-02538,FRM-0031,7.77,C,Intake
LOT-02539,FRM-0009,6.09,A,Packing
LOT-02540,FRM-0025,14.24,C,Intake
LOT-02541,FRM-0031,7.46,C,Intake
LOT-02542,FRM-0073,24.68,B,Intake
LOT-02543,FRM-0007,8.55,B,Intake
LOT-02544,FRM-0046,19.04,B,Quality
LOT-02545,FRM-0041,19.04,C,Packing
LOT-02546,FRM-0017,17.86,A,Packing
LOT-02547,FRM-0053,22.52,C,Intake
LOT-02548,FRM-0065,20.38,A,Intake
LOT-02549,FRM-0076,20.11,B,Intake
LOT-02550,FRM-0038,4.87,C,Storage
LOT-02551,FRM-0011,22.24,A,Quality
LOT-02552,FRM-0028,20.38,C,Quality
LOT-02553,FRM-0099,18.25,C,Packing
LOT-02554,FRM-0058,19.85,B,Packing
LOT-02555,FRM-0047,15.96,B,Intake
LOT-02556,FRM-0092,19.58,B,Quality
LOT-02557,FRM-0027,24.93,C,Intake
LOT-02558,FRM-0020,14.61,B,Intake
LOT-02559,FRM-0002,4.42,B,Intake
LOT-02560,FRM-0064,3.26,B,Quality
LOT-02561,FRM-0038,4.88,B,Packing
LOT-02562,FRM-0046,3.14,A,Storage
LOT-02563,FRM-0034,24.67,B,Storage
LOT-02564,FRM-0084,23.18,A,Storage
LOT-02565,FRM-0006,9.72,B,Storage
LOT-02566,FRM-0053,21.57,C,Quality
LOT-02567,FRM-0057,9.8,C,Packing
LOT-02568,FRM-0048,3.0,B,Storage
LOT-02569,FRM-0034,22.06,C,Intake
LOT-02570,FRM-0080,24.46,A,Quality
LOT-02571,FRM-0090,20.71,A,Quality
LOT-02572,FRM-0014,7.98,A,Storage
LOT-02573,FRM-0010,6.35,B,Intake
LOT-02574,FRM-0045,12.18,C,Storage
LOT-02575,FRM-0014,3.06,C,Intake
LOT-02576,FRM-0051,19.44,A,Storage
LOT-02577,FRM-0043,2.55,B,Storage
LOT-02578,FRM-0028,17.85,B,Intake
LOT-02579,FRM-0036,11.91,C,Quality
LOT-02580,FRM-0061,4.49,A,Packing
LOT-02581,FRM-0073,1.75,C,Storage
LOT-02582,FRM-0008,23.48,B,Storage
LOT-02583,FRM-0061,6.12,A,Intake
LOT-02584,FRM-0098,17.41,B,Packing
LOT-02585,FRM-0082,5.23,A,Intake
LOT-02586,FRM-0036,10.72,B,Storage
LOT-02587,FRM-0054,13.59,C,Packing
LOT-02588,FRM-0024,20.93,A,Storage
LOT-02589,FRM-0044,24.12,B,Quality
LOT-02590,FRM-0026,9.38,B,Storage
LOT-02591,FRM-0061,13.85,A,Storage
LOT-02592,FRM-0046,22.9,C,Storage
LOT-02593,FRM-0002,14.46,C,Quality
LOT-02594,FRM-0010,18.35,C,Quality
LOT-02595,FRM-0042,16.94,C,Packing
LOT-02596,FRM-0002,4.61,B,Quality
LOT-02597,FRM-0064,21.74,A,Storage
LOT-02598,FRM-0034,13.5,A,Storage
LOT-02599,FRM-0017,16.22,C,Intake
LOT-02600,FRM-0005,6.25,A,Storage
LOT-02601,FRM-0090,14.11,A,Storage
LOT-02602,FRM-0028,9.35,A,Intake
LOT-02603,FRM-0048,20.53,A,Packing
LOT-02604,FRM-0040,13.05,A,Storage
LOT-02605,FRM-0084,24.98,B,Storage
LOT-02606,FRM-0046,9.45,C,Storage
LOT-02607,FRM-0067,24.38,B,Intake
LOT-02608,FRM-0023,12.01,B,Quality
LOT-02609,FRM-0071,15.28,C,Storage
LOT-02610,FRM-0049,7.84,C,Storage
LOT-02611,FRM-0082,7.8,C,Intake
LOT-02612,FRM-0012,20.34,A,Intake
LOT-02613,FRM-0084,1.39,B,Intake
LOT-02614,FRM-0064,19.0,C,Intake
LOT-02615,FRM-0082,11.66,C,Intake
LOT-02616,FRM-0086,7.96,B,Quality
LOT-02617,FRM-0029,19.65,C,Storage
LOT-02618,FRM-0015,5.69,B,Intake
LOT-02619,FRM-0045,24.22,B,Storage
LOT-02620,FRM-0083,17.89,C,Storage
LOT-02621,FRM-0001,23.55,A,Packing
LOT-02622,FRM-0035,22.11,B,Packing
LOT-02623,FRM-0054,17.16,A,Storage
LOT-02624,FRM-0005,1.37,A,Packing
LOT-02625,FRM-0067,20.68,C,Packing
LOT-02626,FRM-0043,5.09,C,Storage
LOT-02627,FRM-0031,14.34,B,Quality
LOT-02628,FRM-0079,16.47,A,Storage
LOT-02629,FRM-0017,23.55,B,Quality
LOT-02630,FRM-0052,22.7,C,Quality
LOT-02631,FRM-0056,6.54,C,Quality
LOT-02632,FRM-0065,3.84,C,Storage
LOT-02633,FRM-0098,16.06,B,Quality
LOT-02634,FRM-0042,5.89,A,Intake
LOT-02635,FRM-0056,1.28,C,Quality
LOT-02636,FRM-0004,15.83,C,Intake
LOT-02637,FRM-0074,10.18,C,Quality
LOT-02638,FRM-0059,16.23,B,Quality
LOT-02639,FRM-0031,16.66,A,Packing
LOT-02640,FRM-0025,13.85,A,Storage
LOT-02641,FRM-0099,7.25,A,Packing
LOT-02642,FRM-0011,23.44,C,Intake
LOT-02643,FRM-0082,24.64,A,Intake
LOT-02644,FRM-0059,23.25,A,Intake
LOT-02645,FRM-0019,7.78,A,Intake
LOT-02646,FRM-0010,12.86,B,Quality
LOT-02647,FRM-0051,3.42,A,Storage
LOT-02648,FRM-0010,12.68,C,Intake
LOT-02649,FRM-0027,17.5,B,Packing
LOT-02650,FRM-0082,22.8,A,Quality
LOT-02651,FRM-0039,1.24,A,Intake
LOT-02652,FRM-0016,24.42,B,Storage
LOT-02653,FRM-0079,15.4,A,Quality
LOT-02654,FRM-0067,18.8,A,Quality
LOT-02655,FRM-0078,1.71,A,Quality
LOT-02656,FRM-0028,21.8,A,Quality
LOT-02657,FRM-0004,8.86,A,Intake
LOT-02658,FRM-0094,17.6,A,Packing
LOT-02659,FRM-0036,12.56,A,Packing
LOT-02660,FRM-0091,14.24,B,Storage
LOT-02661,FRM-0096,20.42,B,Storage
LOT-02662,FRM-0025,7.0,A,Packing
LOT-02663,FRM-0051,3.47,C,Packing
LOT-02664,FRM-0022,20.06,C,Storage
LOT-02665,FRM-0056,22.19,B,Packing
LOT-02666,FRM-0041,15.95,C,Storage
LOT-02667,FRM-0055,5.79,B,Packing
LOT-02668,FRM-0081,20.66,B,Quality
LOT-02669,FRM-0005,23.99,B,Storage
LOT-02670,FRM-0038,15.49,C,Packing
LOT-02671,FRM-0051,1.72,A,Packing
LOT-02672,FRM-0055,19.98,B,Quality
LOT-02673,FRM-0010,6.16,B,Packing
LOT-02674,FRM-0019,19.71,A,Intake
LOT-02675,FRM-0041,17.52,C,Packing
LOT-02676,FRM-0028,12.17,B,Quality
LOT-02677,FRM-0072,2.59,B,Quality
LOT-02678,FRM-0068,6.22,C,Packing
LOT-02679,FRM-0092,15.59,C,Intake
LOT-02680,FRM-0074,22.42,B,Storage
LOT-02681,FRM-0041,20.52,A,Quality
LOT-02682,FRM-0007,20.27,B,Intake
LOT-02683,FRM-0036,11.11,A,Storage
LOT-02684,FRM-0022,15.43,C,Storage
LOT-02685,FRM-0031,14.83,B,Intake
LOT-02686,FRM-0083,19.8,C,Intake
LOT-02687,FRM-0060,7.82,B,Intake
LOT-02688,FRM-0069,23.03,A,Packing
LOT-02689,FRM-0083,1.39,B,Intake
LOT-02690,FRM-0054,18.36,B,Packing
LOT-02691,FRM-0097,9.3,A,Packing
LOT-02692,FRM-0064,15.7,B,Packing
LOT-02693,FRM-0090,24.62,B,Intake
LOT-02694,FRM-0048,23.5,A,Intake
LOT-02695,FRM-0029,2.15,A,Quality
LOT-02696,FRM-0014,24.84,C,Storage
LOT-02697,FRM-0029,5.08,A,Packing
LOT-02698,FRM-0069,24.75,C,Intake
LOT-02699,FRM-0034,22.2,A,Intake
LOT-02700,FRM-0007,23.73,A,Packing
LOT-02701,FRM-0043,17.51,B,Packing
LOT-02702,FRM-0090,5.09,A,Storage
LOT-02703,FRM-0016,4.03,A,Storage
LOT-02704,FRM-0082,11.72,A,Quality
LOT-02705,FRM-0074,12.47,B,Packing
LOT-02706,FRM-0042,19.54,B,Quality
LOT-02707,FRM-0012,7.33,B,Intake
LOT-02708,FRM-0046,14.4,A,Quality
LOT-02709,FRM-0089,2.87,B,Intake
LOT-02710,FRM-0028,1.32,A,Storage
LOT-02711,FRM-0050,5.51,A,Packing
LOT-02712,FRM-0027,20.54,C,Packing
LOT-02713,FRM-0098,23.67,C,Storage
LOT-02714,FRM-0084,4.7,C,Intake
LOT-02715,FRM-0017,6.25,B,Storage
LOT-02716,FRM-0058,21.83,C,Quality
LOT-02717,FRM-0100,10.6,A,Packing
LOT-02718,FRM-0055,4.94,B,Intake
LOT-02719,FRM-0019,12.06,A,Intake
LOT-02720,FRM-0031,1.4,B,Quality
LOT-02721,FRM-0035,1.69,C,Storage
LOT-02722,FRM-0046,7.37,C,Intake
LOT-02723,FRM-0046,11.36,A,Storage
LOT-02724,FRM-0065,11.34,B,Intake
LOT-02725,FRM-0057,7.54,A,Intake
LOT-02726,FRM-0084,10.18,B,Quality
LOT-02727,FRM-0038,5.55,A,Packing
LOT-02728,FRM-0068,15.58,C,Storage
LOT-02729,FRM-0014,17.35,C,Quality
LOT-02730,FRM-0015,6.27,A,Intake
LOT-02731,FRM-0074,7.39,A,Intake
LOT-02732,FRM-0036,6.44,C,Storage
LOT-02733,FRM-0051,10.43,A,Packing
LOT-02734,FRM-0064,5.94,A,Packing
LOT-02735,FRM-0082,7.91,C,Packing
LOT-02736,FRM-0094,1.07,A,Storage
LOT-02737,FRM-0095,8.33,C,Quality
LOT-02738,FRM-0022,8.56,A,Quality
LOT-02739,FRM-0024,8.97,B,Quality
LOT-02740,FRM-0002,16.98,B,Packing
LOT-02741,FRM-0003,5.26,B,Intake
LOT-02742,FRM-0022,17.3,A,Packing
LOT-02743,FRM-0061,15.0,B,Quality
LOT-02744,FRM-0061,3.63,A,Packing
LOT-02745,FRM-0030,13.61,A,Quality
LOT-02746,FRM-0100,3.25,B,Packing
LOT-02747,FRM-0058,12.78,B,Packing
LOT-02748,FRM-0085,12.68,B,Storage
LOT-02749,FRM-0002,20.87,B,Packing
LOT-02750,FRM-0067,19.59,C,Storage
LOT-02751,FRM-0015,7.48,C,Intake
LOT-02752,FRM-0019,24.49,A,Quality
LOT-02753,FRM-0046,12.95,A,Storage
LOT-02754,FRM-0047,5.95,A,Quality
LOT-02755,FRM-0049,16.33,B,Storage
LOT-02756,FRM-0068,5.2,C,Packing
LOT-02757,FRM-0043,10.38,B,Packing
LOT-02758,FRM-0040,5.57,C,Packing
LOT-02759,FRM-0079,3.95,B,Packing
LOT-02760,FRM-0037,3.64,A,Storage
LOT-02761,FRM-0088,4.53,C,Quality
LOT-02762,FRM-0067,24.2,C,Quality
LOT-02763,FRM-0039,12.68,A,Packing
LOT-02764,FRM-0002,11.89,A,Packing
LOT-02765,FRM-0076,3.96,B,Packing
LOT-02766,FRM-0001,11.33,C,Intake
LOT-02767,FRM-0007,7.03,B,Packing
LOT-02768,FRM-0065,16.97,C,Quality
LOT-02769,FRM-0012,18.12,A,Quality
LOT-02770,FRM-0056,15.05,A,Packing
LOT-02771,FRM-0029,1.77,B,Quality
LOT-02772,FRM-0087,16.29,B,Storage
LOT-02773,FRM-0013,22.43,B,Packing
LOT-02774,FRM-0023,14.53,C,Packing
LOT-02775,FRM-0075,4.34,A,Packing
LOT-02776,FRM-0018,10.99,A,Packing
LOT-02777,FRM-0040,3.05,C,Storage
LOT-02778,FRM-0070,5.4,B,Intake
LOT-02779,FRM-0018,13.64,C,Packing
LOT-02780,FRM-0065,23.44,C,Packing
LOT-02781,FRM-0060,9.5,B,Storage
LOT-02782,FRM-0053,12.07,C,Intake
LOT-02783,FRM-0099,11.1,A,Packing
LOT-02784,FRM-0032,14.93,B,Quality
LOT-02785,FRM-0080,14.04,C,Packing
LOT-02786,FRM-0007,19.13,B,Quality
LOT-02787,FRM-0052,17.08,B,Storage
LOT-02788,FRM-0007,3.03,B,Intake
LOT-02789,FRM-0043,15.26,B,Storage
LOT-02790,FRM-0089,8.95,A,Intake
LOT-02791,FRM-0095,15.03,C,Intake
LOT-02792,FRM-0090,5.92,A,Storage
LOT-02793,FRM-0018,6.37,C,Quality
LOT-02794,FRM-0039,16.08,C,Intake
LOT-02795,FRM-0063,15.97,A,Intake
LOT-02796,FRM-0009,1.0,C,Intake
LOT-02797,FRM-0067,3.32,A,Intake
LOT-02798,FRM-0061,1.59,C,Storage
LOT-02799,FRM-0051,2.34,A,Packing
LOT-02800,FRM-0052,12.61,A,Quality
LOT-02801,FRM-0070,7.25,C,Storage
LOT-02802,FRM-0085,15.81,B,Quality
LOT-02803,FRM-0082,1.52,A,Quality
LOT-02804,FRM-0022,13.28,C,Quality
LOT-02805,FRM-0061,12.53,B,Intake
LOT-02806,FRM-0076,12.83,C,Packing
LOT-02807,FRM-0051,10.26,A,Storage
LOT-02808,FRM-0054,20.52,A,Intake
LOT-02809,FRM-0037,11.97,C,Storage
LOT-02810,FRM-0002,14.93,A,Storage
LOT-02811,FRM-0006,22.79,B,Quality
LOT-02812,FRM-0060,22.18,B,Packing
LOT-02813,FRM-0002,24.56,B,Quality
LOT-02814,FRM-0045,22.66,C,Storage
LOT-02815,FRM-0066,2.51,C,Quality
LOT-02816,FRM-0046,16.74,C,Packing
LOT-02817,FRM-0059,18.16,A,Packing
LOT-02818,FRM-0098,16.8,B,Intake
LOT-02819,FRM-0083,12.61,B,Quality
LOT-02820,FRM-0074,18.0,C,Packing
LOT-02821,FRM-0017,17.75,C,Packing
LOT-02822,FRM-0075,15.82,B,Intake
LOT-02823,FRM-0006,1.71,C,Quality
LOT-02824,FRM-0030,3.32,A,Storage
LOT-02825,FRM-0087,12.43,A,Quality
LOT-02826,FRM-0014,22.6,A,Storage
LOT-02827,FRM-0097,24.36,A,Intake
LOT-02828,FRM-0079,7.01,A,Intake
LOT-02829,FRM-0057,19.32,C,Intake
LOT-02830,FRM-0023,8.71,C,Storage
LOT-02831,FRM-0049,4.2,C,Quality
LOT-02832,FRM-0026,7.06,B,Packing
LOT-02833,FRM-0029,5.83,A,Storage
LOT-02834,FRM-0068,20.41,A,Intake
LOT-02835,FRM-0075,1.58,C,Intake
LOT-02836,FRM-0027,1.8,A,Intake
LOT-02837,FRM-0047,19.59,C,Intake
LOT-02838,FRM-0044,5.45,C,Storage
LOT-02839,FRM-0025,20.98,C,Storage
LOT-02840,FRM-0065,9.45,C,Quality
LOT-02841,FRM-0009,11.53,C,Storage
LOT-02842,FRM-0010,14.66,A,Packing
LOT-02843,FRM-0013,3.83,A,Intake
LOT-02844,FRM-0077,13.97,A,Quality
LOT-02845,FRM-0038,23.13,B,Storage
LOT-02846,FRM-0091,9.59,A,Packing
LOT-02847,FRM-0010,13.83,A,Packing
LOT-02848,FRM-0052,15.85,C,Intake
LOT-02849,FRM-0075,12.3,B,Intake
LOT-02850,FRM-0005,9.11,B,Quality
LOT-02851,FRM-0043,22.31,A,Quality
LOT-02852,FRM-0027,14.13,C,Packing
LOT-02853,FRM-0097,16.92,A,Quality
LOT-02854,FRM-0064,2.75,C,Intake
LOT-02855,FRM-0045,24.55,B,Intake
LOT-02856,FRM-0071,12.49,A,Packing
LOT-02857,FRM-0093,2.0,A,Storage
LOT-02858,FRM-0065,6.41,B,Storage
LOT-02859,FRM-0062,8.28,A,Intake
LOT-02860,FRM-0008,1.63,A,Storage
LOT-02861,FRM-0088,17.41,A,Storage
LOT-02862,FRM-0007,10.29,B,Quality
LOT-02863,FRM-0056,17.83,C,Quality
LOT-02864,FRM-0015,11.51,C,Packing
LOT-02865,FRM-0046,5.65,B,Intake
LOT-02866,FRM-0031,6.57,C,Intake
LOT-02867,FRM-0030,10.91,C,Intake
LOT-02868,FRM-0002,21.96,A,Intake
LOT-02869,FRM-0010,2.36,B,Quality
LOT-02870,FRM-0037,2.05,B,Quality
LOT-02871,FRM-0038,4.11,B,Storage
LOT-02872,FRM-0085,3.94,A,Intake
LOT-02873,FRM-0033,23.52,A,Storage
LOT-02874,FRM-0091,18.65,B,Quality
LOT-02875,FRM-0057,18.12,B,Packing
LOT-02876,FRM-0084,6.86,B,Packing
LOT-02877,FRM-0090,13.99,A,Intake
LOT-02878,FRM-0045,22.61,C,Storage
LOT-02879,FRM-0036,2.88,A,Quality
LOT-02880,FRM-0040,18.81,A,Intake
LOT-02881,FRM-0048,18.4,A,Intake
LOT-02882,FRM-0031,17.76,C,Storage
LOT-02883,FRM-0015,1.51,A,Packing
LOT-02884,FRM-0036,15.12,B,Intake
LOT-02885,FRM-0008,7.7,C,Storage
LOT-02886,FRM-0064,1.45,B,Storage
LOT-02887,FRM-0057,2.07,A,Storage
LOT-02888,FRM-0024,16.84,C,Intake
LOT-02889,FRM-0085,8.32,C,Packing
LOT-02890,FRM-0004,22.84,B,Packing
LOT-02891,FRM-0097,15.18,A,Packing
LOT-02892,FRM-0093,20.9,B,Storage
LOT-02893,FRM-0094,23.29,A,Intake
LOT-02894,FRM-0071,10.31,C,Packing
LOT-02895,FRM-0069,12.12,C,Packing
LOT-02896,FRM-0021,24.05,B,Quality
LOT-02897,FRM-0017,22.79,B,Packing
LOT-02898,FRM-0011,24.97,C,Packing
LOT-02899,FRM-0044,14.71,A,Packing
LOT-02900,FRM-0047,7.45,B,Intake
LOT-02901,FRM-0016,8.37,C,Packing
LOT-02902,FRM-0034,21.34,B,Storage
LOT-02903,FRM-0003,11.56,B,Intake
LOT-02904,FRM-0046,12.52,C,Quality
LOT-02905,FRM-0053,2.41,A,Packing
LOT-02906,FRM-0079,14.23,A,Storage
LOT-02907,FRM-0024,7.19,B,Packing
LOT-02908,FRM-0064,4.05,C,Quality
LOT-02909,FRM-0019,21.91,C,Intake
