id,lot_id,warehouse_id,quantity_tons,status
INV-02236,LOT-02236,WH-002,16.01,Available
INV-02237,LOT-02237,WH-007,3.14,Available
INV-02238,LOT-02238,WH-007,1.84,Available
INV-02239,LOT-02239,WH-009,13.2,Available
INV-02240,LOT-02240,WH-003,10.26,Available
INV-02241,LOT-02241,WH-009,11.61,Available
INV-02242,LOT-02242,WH-006,14.73,Available
INV-02243,LOT-02243,WH-006,3.03,Available
INV-02244,LOT-02244,WH-008,12.04,Available
INV-02245,LOT-02245,WH-007,4.45,Available
INV-02246,LOT-02246,WH-001,17.81,Available
INV-02247,LOT-02247,WH-007,14.34,Available
INV-02248,LOT-02248,WH-005,16.87,Available
INV-02249,LOT-02249,WH-007,8.29,Available
INV-02250,LOT-02250,WH-004,14.69,Available
INV-02251,LOT-02251,WH-010,9.16,Available
INV-02252,LOT-02252,WH-005,9.61,Available
INV-02253,LOT-02253,WH-005,3.88,Available
INV-02254,LOT-02254,WH-008,1.22,Available
INV-02255,LOT-02255,WH-009,7.42,Available
INV-02256,LOT-02256,WH-007,3.7,Available
INV-02257,LOT-02257,WH-006,12.02,Available
INV-02258,LOT-02258,WH-004,16.68,Available
INV-02259,LOT-02259,WH-007,6.23,Available
INV-02260,LOT-02260,WH-009,3.38,Available
INV-02261,LOT-02261,WH-009,19.39,Available
INV-02262,LOT-02262,WH-004,6.05,Available
INV-02263,LOT-02263,WH-007,11.12,Available
INV-02264,LOT-02264,WH-009,5.33,Available
INV-02265,LOT-02265,WH-001,17.73,Available
INV-02266,LOT-02266,WH-003,19.72,Available
INV-02267,LOT-02267,WH-007,10.11,Available
INV-02268,LOT-02268,WH-009,9.46,Available
INV-02269,LOT-02269,WH-010,2.29,Available
INV-02270,LOT-02270,WH-001,12.84,Available
INV-02271,LOT-02271,WH-002,2.69,Available
INV-02272,LOT-02272,WH-002,5.07,Available
INV-02273,LOT-02273,WH-002,12.14,Available
INV-02274,LOT-02274,WH-004,7.8,Available
INV-02275,LOT-02275,WH-010,13.16,Available
INV-02276,LOT-02276,WH-003,19.97,Available
INV-02277,LOT-02277,WH-004,14.58,Available
INV-02278,LOT-02278,WH-002,5.42,Available
INV-02279,LOT-02279,WH-008,14.67,Available
INV-02280,LOT-02280,WH-001,7.49,Available
INV-02281,LOT-02281,WH-004,1.83,Available
INV-02282,LOT-02282,WH-005,7.1,Available
INV-02283,LOT-02283,WH-009,2.79,Available
INV-02284,LOT-02284,WH-006,15.82,Available
INV-02285,LOT-02285,WH-001,18.29,Available
INV-02286,LOT-02286,WH-006,18.22,Available
INV-02287,LOT-02287,WH-005,15.26,Available
INV-02288,LOT-02288,WH-008,3.75,Available
INV-02289,LOT-02289,WH-002,12.71,Available
INV-02290,LOT-02290,WH-007,7.04,Available
INV-02291,LOT-02291,WH-001,17.59,Available
INV-02292,LOT-02292,WH-005,6.2,Available
INV-02293,LOT-02293,WH-010,8.91,Available
INV-02294,LOT-02294,WH-002,9.93,Available
INV-02295,LOT-02295,WH-008,18.03,Available
INV-02296,LOT-02296,WH-002,15.68,Available
INV-02297,LOT-02297,WH-003,14.3,Available
INV-02298,LOT-02298,WH-010,11.23,Available
INV-02299,LOT-02299,WH-009,12.98,Available
INV-02300,LOT-02300,WH-009,11.28,Available
INV-02301,LOT-02301,WH-001,17.46,Available
INV-02302,LOT-02302,WH-008,16.83,Available
INV-02303,LOT-02303,WH-003,2.84,Available
INV-02304,LOT-02304,WH-002,9.41,Available
INV-02305,LOT-02305,WH-007,10.82,Available
INV-02306,LOT-02306,WH-002,15.96,Available
INV-02307,LOT-02307,WH-006,12.83,Available
INV-02308,LOT-02308,WH-007,12.91,Available
INV-02309,LOT-02309,WH-005,11.37,Available
INV-02310,LOT-02310,WH-010,13.6,Available
INV-02311,LOT-02311,WH-010,16.29,Available
INV-02312,LOT-02312,WH-004,14.28,Available
INV-02313,LOT-02313,WH-010,8.52,Available
INV-02314,LOT-02314,WH-010,11.44,Available
INV-02315,LOT-02315,WH-005,18.68,Available
INV-02316,LOT-02316,WH-007,11.78,Available
INV-02317,LOT-02317,WH-002,7.22,Available
INV-02318,LOT-02318,WH-010,5.96,Available
INV-02319,LOT-02319,WH-006,16.27,Available
INV-02320,LOT-02320,WH-001,3.1,Available
INV-02321,LOT-02321,WH-010,3.56,Available
INV-02322,LOT-02322,WH-010,13.91,Available
INV-02323,LOT-02323,WH-001,17.05,Available
INV-02324,LOT-02324,WH-008,19.9,Available
INV-02325,LOT-02325,WH-004,14.24,Available
INV-02326,LOT-02326,WH-007,17.89,Available
INV-02327,LOT-02327,WH-001,7.67,Available
INV-02328,LOT-02328,WH-002,10.02,Available
INV-02329,LOT-02329,WH-007,13.97,Available
INV-02330,LOT-02330,WH-001,5.31,Available
INV-02331,LOT-02331,WH-010,11.22,Available
INV-02332,LOT-02332,WH-009,16.34,Available
INV-02333,LOT-02333,WH-004,9.0,Available
INV-02334,LOT-02334,WH-004,8.81,Available
INV-02335,LOT-02335,WH-003,2.9,Available
INV-02336,LOT-02336,WH-010,5.94,Available
INV-02337,LOT-02337,WH-006,12.39,Available
INV-02338,LOT-02338,WH-007,10.22,Available
INV-02339,LOT-02339,WH-001,1.47,Available
INV-02340,LOT-02340,WH-010,6.72,Available
INV-02341,LOT-02341,WH-003,6.68,Available
INV-02342,LOT-02342,WH-010,5.75,Available
INV-02343,LOT-02343,WH-001,6.57,Available
INV-02344,LOT-02344,WH-007,19.97,Available
INV-02345,LOT-02345,WH-005,15.92,Available
INV-02346,LOT-02346,WH-009,12.65,Available
INV-02347,LOT-02347,WH-007,10.45,Available
INV-02348,LOT-02348,WH-001,7.21,Available
INV-02349,LOT-02349,WH-007,5.98,Available
INV-02350,LOT-02350,WH-001,16.58,Available
INV-02351,LOT-02351,WH-005,6.98,Available
INV-02352,LOT-02352,WH-006,10.31,Available
INV-02353,LOT-02353,WH-008,7.46,Available
INV-02354,LOT-02354,WH-001,11.85,Available
INV-02355,LOT-02355,WH-005,15.59,Available
INV-02356,LOT-02356,WH-004,4.65,Available
INV-02357,LOT-02357,WH-009,16.3,Available
INV-02358,LOT-02358,WH-001,9.08,Available
INV-02359,LOT-02359,WH-004,17.28,Available
INV-02360,LOT-02360,WH-006,5.9,Available
INV-02361,LOT-02361,WH-007,17.64,Available
INV-02362,LOT-02362,WH-003,17.23,Available
INV-02363,LOT-02363,WH-003,15.64,Available
INV-02364,LOT-02364,WH-006,14.31,Available
INV-02365,LOT-02365,WH-001,3.06,Available
INV-02366,LOT-02366,WH-006,12.47,Available
INV-02367,LOT-02367,WH-006,5.35,Available
INV-02368,LOT-02368,WH-001,1.17,Available
INV-02369,LOT-02369,WH-007,4.05,Available
INV-02370,LOT-02370,WH-003,3.25,Available
INV-02371,LOT-02371,WH-003,6.59,Available
INV-02372,LOT-02372,WH-008,9.14,Available
INV-02373,LOT-02373,WH-008,14.19,Available
INV-02374,LOT-02374,WH-008,6.9,Available
INV-02375,LOT-02375,WH-003,15.51,Available
INV-02376,LOT-02376,WH-010,2.28,Available
INV-02377,LOT-02377,WH-001,2.97,Available
INV-02378,LOT-02378,WH-003,6.34,Available
INV-02379,LOT-02379,WH-002,2.75,Available
INV-02380,LOT-02380,WH-009,16.49,Available
INV-02381,LOT-02381,WH-005,11.13,Available
INV-02382,LOT-02382,WH-009,13.15,Available
INV-02383,LOT-02383,WH-001,1.12,Available
INV-02384,LOT-02384,WH-009,1.29,Available
INV-02385,LOT-02385,WH-008,12.19,Available
INV-02386,LOT-02386,WH-007,10.14,Available
INV-02387,LOT-02387,WH-008,19.84,Available
INV-02388,LOT-02388,WH-003,4.72,Available
INV-02389,LOT-02389,WH-002,4.28,Available
INV-02390,LOT-02390,WH-010,17.77,Available
INV-02391,LOT-02391,WH-006,9.44,Available
INV-02392,LOT-02392,WH-001,18.69,Available
INV-02393,LOT-02393,WH-005,9.48,Available
INV-02394,LOT-02394,WH-007,16.06,Available
INV-02395,LOT-02395,WH-003,13.13,Available
INV-02396,LOT-02396,WH-007,2.45,Available
INV-02397,LOT-02397,WH-002,18.47,Available
INV-02398,LOT-02398,WH-001,4.87,Available
INV-02399,LOT-02399,WH-005,5.35,Available
INV-02400,LOT-02400,WH-008,7.5,Available
INV-02401,LOT-02401,WH-007,7.57,Available
INV-02402,LOT-02402,WH-010,14.86,Available
INV-02403,LOT-02403,WH-009,1.91,Available
INV-02404,LOT-02404,WH-009,7.66,Available
INV-02405,LOT-02405,WH-003,8.0,Available
INV-02406,LOT-02406,WH-005,19.01,Available
INV-02407,LOT-02407,WH-003,6.89,Available
INV-02408,LOT-02408,WH-002,13.76,Available
INV-02409,LOT-02409,WH-004,10.57,Available
INV-02410,LOT-02410,WH-005,7.88,Available
INV-02411,LOT-02411,WH-005,1.9,Available
INV-02412,LOT-02412,WH-007,5.83,Available
INV-02413,LOT-02413,WH-006,6.42,Available
INV-02414,LOT-02414,WH-008,7.43,Available
INV-02415,LOT-02415,WH-003,17.53,Available
INV-02416,LOT-02416,WH-002,3.12,Available
INV-02417,LOT-02417,WH-004,3.93,Available
INV-02418,LOT-02418,WH-008,6.42,Available
INV-02419,LOT-02419,WH-009,12.68,Available
INV-02420,LOT-02420,WH-008,13.96,Available
INV-02421,LOT-02421,WH-010,14.94,Available
INV-02422,LOT-02422,WH-002,9.56,Available
INV-02423,LOT-02423,WH-007,15.52,Available
INV-02424,LOT-02424,WH-004,13.63,Available
INV-02425,LOT-02425,WH-003,10.3,Available
INV-02426,LOT-02426,WH-001,4.64,Available
INV-02427,LOT-02427,WH-009,11.24,Available
INV-02428,LOT-02428,WH-003,16.57,Available
INV-02429,LOT-02429,WH-008,7.72,Available
INV-02430,LOT-02430,WH-001,13.45,Available
INV-02431,LOT-02431,WH-001,16.22,Available
INV-02432,LOT-02432,WH-002,12.53,Available
INV-02433,LOT-02433,WH-007,19.28,Available
INV-02434,LOT-02434,WH-001,5.84,Available
INV-02435,LOT-02435,WH-004,1.63,Available
INV-02436,LOT-02436,WH-010,19.89,Available
INV-02437,LOT-02437,WH-004,7.17,Available
INV-02438,LOT-02438,WH-009,10.56,Available
INV-02439,LOT-02439,WH-003,6.07,Available
INV-02440,LOT-02440,WH-004,7.29,Available
INV-02441,LOT-02441,WH-004,17.74,Available
INV-02442,LOT-02442,WH-001,1.68,Available
INV-02443,LOT-02443,WH-002,10.78,Available
INV-02444,LOT-02444,WH-007,9.37,Available
INV-02445,LOT-02445,WH-009,6.45,Available
INV-02446,LOT-02446,WH-002,17.01,Available
INV-02447,LOT-02447,WH-006,19.79,Available
INV-02448,LOT-02448,WH-005,5.83,Available
INV-02449,LOT-02449,WH-006,5.97,Available
INV-02450,LOT-02450,WH-007,2.02,Available
INV-02451,LOT-02451,WH-009,5.0,Available
INV-02452,LOT-02452,WH-009,17.7,Available
INV-02453,LOT-02453,WH-002,10.03,Available
INV-02454,LOT-02454,WH-010,5.13,Available
INV-02455,LOT-02455,WH-009,3.04,Available
INV-02456,LOT-02456,WH-006,5.58,Available
INV-02457,LOT-02457,WH-010,3.34,Available
INV-02458,LOT-02458,WH-009,9.67,Available
INV-02459,LOT-02459,WH-009,10.74,Available
INV-02460,LOT-02460,WH-005,17.61,Available
INV-02461,LOT-02461,WH-007,16.27,Available
INV-02462,LOT-02462,WH-010,12.01,Available
INV-02463,LOT-02463,WH-010,11.03,Available
INV-02464,LOT-02464,WH-003,17.81,Available
INV-02465,LOT-02465,WH-010,2.16,Available
INV-02466,LOT-02466,WH-006,10.14,Available
INV-02467,LOT-02467,WH-003,16.91,Available
INV-02468,LOT-02468,WH-002,6.21,Available
INV-02469,LOT-02469,WH-008,13.94,Available
INV-02470,LOT-02470,WH-005,8.16,Available
INV-02471,LOT-02471,WH-001,16.39,Available
INV-02472,LOT-02472,WH-010,11.27,Available
INV-02473,LOT-02473,WH-007,14.5,Available
INV-02474,LOT-02474,WH-003,6.09,Available
INV-02475,LOT-02475,WH-004,16.8,Available
INV-02476,LOT-02476,WH-004,12.26,Available
INV-02477,LOT-02477,WH-003,10.91,Available
INV-02478,LOT-02478,WH-004,11.79,Available
INV-02479,LOT-02479,WH-002,3.87,Available
INV-02480,LOT-02480,WH-002,19.72,Available
INV-02481,LOT-02481,WH-009,10.5,Available
INV-02482,LOT-02482,WH-007,18.48,Available
INV-02483,LOT-02483,WH-003,18.93,Available
INV-02484,LOT-02484,WH-010,4.99,Available
INV-02485,LOT-02485,WH-003,10.82,Available
INV-02486,LOT-02486,WH-009,18.56,Available
INV-02487,LOT-02487,WH-010,11.58,Available
INV-02488,LOT-02488,WH-004,4.19,Available
INV-02489,LOT-02489,WH-002,1.85,Available
INV-02490,LOT-02490,WH-002,1.28,Available
INV-02491,LOT-02491,WH-004,4.34,Available
INV-02492,LOT-02492,WH-001,1.31,Available
INV-02493,LOT-02493,WH-009,8.33,Available
INV-02494,LOT-02494,WH-007,8.21,Available
INV-02495,LOT-02495,WH-001,18.29,Available
INV-02496,LOT-02496,WH-009,16.98,Available
INV-02497,LOT-02497,WH-010,13.76,Available
INV-02498,LOT-02498,WH-009,18.47,Available
INV-02499,LOT-02499,WH-008,14.58,Available
INV-02500,LOT-02500,WH-002,1.21,Available
INV-INVALID,LOT-00001,WH-007,-1.0,Available
